conf,matched_queries,title,citation_count,abstract,categories,concepts,code_url,pdf_url,authors,doi
IJCV2025,,Collective Migration-Inspired Large-Deformation Compensation for Nonrigid Image Registration.,-1,,,,,,"Dingkun Liu,Danni Ai,Hong Song,Jingfan Fan,Tianyu Fu,Deqiang Xiao,Yuanyuan Wang,Yongtian Wang,Jian Yang",
IJCV2025,,DI-Retinex: Digital-Imaging Retinex Model for Low-Light Image Enhancement.,-1,,,,,,"Shangquan Sun,Wenqi Ren,Jingyang Peng,Fenglong Song,Xiaochun Cao",
IJCV2025,,Predictive Display for Teleoperation Based on Vector Fields Using Lidar-Camera Fusion.,-1,,,,,,"Gaurav Sharma,Jeff Calder,Rajesh Rajamani",
IJCV2025,,GenderBias-VL: Benchmarking Gender Bias in Vision Language Models via Counterfactual Probing.,-1,,,,,,"Yisong Xiao,Xianglong Liu,QianJia Cheng,Zhenfei Yin,Siyuan Liang,Jiapeng Li,Jing Shao,Aishan Liu,Dacheng Tao",
IJCV2025,,Ego-Exo4D: Understanding Skilled Human Activity from First- and Third-Person Perspectives.,-1,,,,,,"Kristen Grauman,Andrew Westbury,Lorenzo Torresani,Kris Kitani,Jitendra Malik,Triantafyllos Afouras,Kumar Ashutosh,Vijay Baiyya,Siddhant Bansal,Bikram Boote,Eugene Byrne,Zachary Chavis,Joya Chen,Feng Cheng,Fu-Jen Chu,Sean Crane,Avijit Dasgupta,Jing Dong,María Escobar,Cristhian Forigua,Abrham Gebreselasie,Sanjay Haresh,Jing Huang,Md Mohaiminul Islam,Suyog Dutt Jain,Rawal Khirodkar,Devansh Kukreja,Kevin J. Liang,Jia-Wei Liu,Sagnik Majumder,Yongsen Mao,Miguel Martin,Effrosyni Mavroudi,Tushar Nagarajan,Francesco Ragusa,Santhosh Kumar Ramakrishnan,Luigi Seminara,Arjun Somayazulu,Yale Song,Shan Su,Zihui Xue,Edward Zhang,Jinxu Zhang,Angela Castillo,Changan Chen,Xinzhu Fu,Ryosuke Furuta,Cristina González,Prince Gupta,Jiabo Hu,Yifei Huang,Yiming Huang,Weslie Khoo,Anush Kumar,Robert Kuo,Sach Lakhavani,Miao Liu,Mi Luo,Zhengyi Luo,Brighid Meredith,Austin Miller,Oluwatumininu Oguntola,Xiaqing Pan,Penny Peng,Shraman Pramanick,Merey Ramazanova,Fiona Ryan,Wei Shan,Kiran K. Somasundaram,Chenan Song,Audrey Southerland,Masatoshi Tateno,Huiyu Wang,Yuchen Wang,Takuma Yagi,Mingfei Yan,Xitong Yang,Zecheng Yu,Shengxin Cindy Zha,Chen Zhao,Ziwei Zhao,Zhifan Zhu,Jeff Zhuo,Pablo Arbeláez,Gedas Bertasius,David Crandall,Dima Damen,Jakob Julian Engel,Giovanni Maria Farinella,Antonino Furnari,Bernard Ghanem,Judy Hoffman,C. V. Jawahar,Richard A. Newcombe,Hyun Soo Park,James M. Rehg,Yoichi Sato,Manolis Savva,Jianbo Shi,Mike Zheng Shout,Michael Wray",
IJCV2025,,Improving Object Detection Models via LLM-Based Training Data Synthesis.,-1,,,,,,"Shi-Ran Ge,Jie Cao,Ran He",
IJCV2025,,EdgeSAM: Prompt-In-the-Loop Distillation for SAM.,-1,,,,,,"Chong Zhou,Xiangtai Li,Chen Change Loy,Bo Dai",
IJCV2025,,Modality Confusion Learning: A Versatile Framework for Visible-Infrared Re-identification.,-1,,,,,,"Yiyuan Zhang,Sanyuan Zhao,Mang Ye,Ruigang Yang,Jianbing Shen",
IJCV2025,,Curvature Learning for Generalization of Hyperbolic Neural Networks.,-1,,,,,,"Xiaomeng Fan,Yuwei Wu,Zhi Gao,Mehrtash Harandi,Yunde Jia",
IJCV2025,,Boosting Domain Generalization in Remote Sensing Image Segmentation via Style Mapping and General Prototypical Contrast.,-1,,,,,,"Yupei Wang,Xiaoxing Hu,Yongkang Hu,Zhuoran Sun,Shanghang Zhang,Liang Chen",
IJCV2025,,Parameterized Low-Rank Regularizer for High-dimensional Visual Data.,-1,,,,,,"Shuang Xu,Zixiang Zhao,Xiangyong Cao,Jiangjun Peng,Xi-Le Zhao,Deyu Meng,Yulun Zhang,Radu Timofte,Luc Van Gool",
IJCV2025,,TraDiffusion: Trajectory-Based Training-Free Image Generation.,-1,,,,,,"Mingrui Wu,Oucheng Huang,Jiayi Ji,Jianzhuang Liu,Xiaoshuai Sun,Liujuan Cao,Rongrong Ji",
IJCV2025,,Enhance Image-to-Point-Cloud Registration with Beltrami Flow.,-1,,,,,,"Pei An,You Yang,Jiaqi Yang,Muyao Peng,Qiong Liu,Liangliang Nan",
IJCV2025,,Language-guided Recursive Spatiotemporal Graph Modeling for Video Summarization.,-1,,,,,,"Jungin Park,Jiyoung Lee,Kwanghoon Sohn",
IJCV2025,,SMLNet: A SPD Manifold Learning Network for Infrared and Visible Image Fusion.,-1,,,,,,"Huan Kang,Hui Li,Tianyang Xu,Xiaojun Wu,Rui Wang,Chunyang Cheng,Josef Kittler",
IJCV2025,,Correction: FovEx: Human-Inspired Explanations for Vision Transformers and Convolutional Neural Networks.,-1,,,,,,"Mahadev Prasad Panda,Matteo Tiezzi,Martina G. Vilas,Gemma Roig,Bjoern M. Eskofier,Dario Zanca",
